#track type=wiggle_0 name="100 Vert. Cons" description="100 vertebrates conservation by PhastCons"
#	output date: 2017-12-07 18:49:13 UTC
#	chrom specified: chr2
#	position specified: 179390717-179672150
#	This data has been compressed with a minor loss in resolution.
#	(Worst case: 0.0078125)  The original source data
#	(before querying and compression) is available at 
#		http://hgdownload.cse.ucsc.edu/downloads.html
#variableStep chrom=chr2 span=1
179390717	1
179390718	1
179390719	1
179390720	1
179390721	1
179390722	1
179390723	1
179390724	1
179390725	1
179390726	1
179390727	1
179390728	1
179390729	1
179390730	1
179390731	1
179390732	1
179390733	1
179390734	1
179390735	1
179390736	1
179390737	1
179390738	1
179390739	1
179390740	1
179390741	1
179390742	1
179390743	1
179390744	1
179390745	1
179390746	1
179390747	1
179390748	1
179390749	1
179390750	1
179390751	1
179390752	1
179390753	1
179390754	1
179390755	1
179390756	1
179390757	1
179390758	1
179390759	1
179390760	1
179390761	1
179390762	1
179390763	1
179390764	1
179390765	1
179390766	1
179390767	1
179390768	1
179390769	1
179390770	1
179390771	1
179390772	1
179390773	1
179390774	1
179390775	1
179390776	1
179390777	1
179390778	0.929134
179390779	0.992126
179390780	0.992126
179390781	1
179390782	1
179390783	1
179390784	1
179390785	0.992126
179390786	1
179390787	1
179390788	1
179390789	1
179390790	1
179390791	1
179390792	1
179390793	1
179390794	1
179390795	1
179390796	1
179390797	0.984252
179390798	0.944882
179390799	0.787402
179390800	0.259843
179390801	0.992126
179390802	1
179390803	1
179390804	1
179390805	1
179390806	1
179390807	1
179390808	1
179390809	1
179390810	1
179390811	1
179390812	1
179390813	1
179390814	1
179390815	1
179390816	1
179390817	1
179390818	1
179390819	1
179390820	1
179390821	1
179390822	1
179390823	1
179390824	1
179390825	1
179390826	1
179390827	1
179390828	0.992126
179390829	1
179390830	1
179390831	0.992126
179390832	0.393701
179390833	0.84252
179390834	1
179390835	1
179390836	1
179390837	1
179390838	1
179390839	0.944882
179390840	0.992126
179390841	0.992126
179390842	0.976378
179390843	0.984252
179390844	0.976378
179390845	0.0393701
179390846	0
